,ArrDelay,Month,DayOfWeek,AirTime,Distance,TaxiIn,TaxiOut,DepDelay,Diverted,Carrier,Weather,NAS,Security,LateAircraft
1272,-12,6,3,84,580,5,7,-3,0,0,0,0,0,0
1273,2,8,4,71,481,7,14,6,0,0,0,0,0,0
1274,-29,10,7,212,1642,3,8,-2,0,0,0,0,0,0
1275,-18,9,7,114,865,3,8,-3,0,0,0,0,0,0
1276,7,9,4,91,644,2,28,-3,0,0,0,0,0,0
1277,-1,10,5,39,178,3,12,0,0,0,0,0,0,0
1278,-6,11,4,131,1062,3,12,-1,0,0,0,0,0,0
1279,4,6,1,119,853,4,9,17,0,0,0,0,0,0
1280,-2,4,2,181,1557,6,12,-1,0,0,0,0,0,0
1281,-3,9,7,112,853,7,6,2,0,0,0,0,0,0
1282,5,12,2,43,238,5,30,-2,0,0,0,0,0,0
1283,-16,11,3,145,1097,4,38,-8,0,0,0,0,0,0
1284,-4,4,1,102,655,3,6,0,0,0,0,0,0,0
1285,-12,4,4,101,758,7,12,-2,0,0,0,0,0,0
1286,7,8,4,96,612,5,11,-5,0,0,0,0,0,0
1287,-5,2,2,79,562,5,12,-1,0,0,0,0,0,0
1288,-11,10,6,49,296,4,15,-4,0,0,0,0,0,0
1289,14,2,6,75,404,6,26,15,0,0,0,0,0,0
1290,9,12,1,78,545,4,20,10,0,0,0,0,0,0
1291,-29,4,5,295,2677,11,12,-7,0,0,0,0,0,0
1292,-14,7,1,210,1726,6,24,-9,0,0,0,0,0,0
1293,17,5,1,29,152,3,20,16,0,1,0,1,0,0
1294,19,8,1,164,1379,8,11,41,0,1,0,0,0,1
1295,132,7,3,261,2136,4,11,151,0,1,0,0,0,1
1296,13,8,3,108,689,6,25,-4,0,0,0,0,0,0
1297,-11,3,1,97,614,2,9,0,0,0,0,0,0,0
1298,7,1,4,91,605,6,9,16,0,0,0,0,0,0
1299,-1,3,1,156,1145,3,18,-3,0,0,0,0,0,0
1300,-7,7,2,126,911,6,12,-2,0,0,0,0,0,0
1301,-6,8,4,220,1671,9,10,1,0,0,0,0,0,0
1302,0,4,3,42,268,7,6,5,0,0,0,0,0,0
1303,-2,1,4,101,674,5,20,-4,0,0,0,0,0,0
1304,1,2,5,47,228,4,11,-1,0,0,0,0,0,0
1305,-22,11,1,43,284,10,6,-11,0,0,0,0,0,0
1306,-1,7,3,80,493,11,8,-3,0,0,0,0,0,0
1307,-7,7,3,98,622,14,16,-10,0,0,0,0,0,0
1308,47,1,1,116,836,5,19,48,0,1,0,0,0,0
1309,-13,4,5,67,428,8,8,-2,0,0,0,0,0,0
1310,12,4,4,226,1946,11,11,19,0,0,0,0,0,0
1311,45,12,5,79,616,9,9,53,0,1,0,0,0,1
1312,-27,12,5,143,1086,4,21,5,0,0,0,0,0,0
1313,-34,8,6,54,273,4,5,-12,0,0,0,0,0,0
1314,-2,9,2,109,787,8,22,-2,0,0,0,0,0,0
1315,-23,11,1,130,967,6,17,-6,0,0,0,0,0,0
1316,-5,6,3,81,602,9,12,-1,0,0,0,0,0,0
1317,27,8,1,170,1065,4,35,-4,0,0,0,1,0,0
1318,-18,12,5,33,157,8,10,-7,0,0,0,0,0,0
1319,9,7,1,106,594,8,31,-2,0,0,0,0,0,0
1320,-12,9,1,222,1626,7,28,-3,0,0,0,0,0,0
1321,-15,1,4,134,1072,3,8,-5,0,0,0,0,0,0
1322,-12,2,2,42,215,6,9,-5,0,0,0,0,0,0
1323,-21,10,6,94,594,9,15,-7,0,0,0,0,0,0
1324,-7,1,7,29,148,6,7,-4,0,0,0,0,0,0
1325,-7,1,3,211,1593,10,11,6,0,0,0,0,0,0
1326,-7,10,5,140,1020,10,9,-5,0,0,0,0,0,0
1327,-1,3,1,147,946,9,8,-8,0,0,0,0,0,0
1328,-10,2,3,44,234,2,6,1,0,0,0,0,0,0
1329,100,7,3,260,2139,7,17,117,0,1,0,0,0,0
1330,-16,9,4,63,406,8,8,-6,0,0,0,0,0,0
1331,99,7,3,75,554,8,118,0,0,0,0,1,0,0
1332,-13,2,7,65,513,3,5,-2,0,0,0,0,0,0
1333,-1,7,2,44,214,3,33,-5,0,0,0,0,0,0
1334,51,2,3,196,1086,8,38,-11,0,0,0,0,0,1
1335,8,10,3,53,237,7,12,11,0,0,0,0,0,0
1336,-16,6,4,53,337,6,7,-2,0,0,0,0,0,0
1337,-22,5,3,70,424,4,14,-15,0,0,0,0,0,0
1338,50,10,5,109,515,12,10,27,0,1,0,1,0,0
1339,219,4,4,93,551,6,11,219,0,0,0,0,0,1
1340,-4,4,1,154,1313,18,12,-3,0,0,0,0,0,0
1341,4,8,4,125,874,6,14,1,0,0,0,0,0,0
1342,8,5,5,274,1946,5,18,-4,0,0,0,0,0,0
1343,-12,8,6,87,599,3,20,2,0,0,0,0,0,0
1344,-22,12,3,40,223,4,8,-6,0,0,0,0,0,0
1345,1,7,3,90,641,6,17,13,0,0,0,0,0,0
1346,13,9,7,294,2425,5,16,-2,0,0,0,0,0,0
1347,-5,2,4,22,84,4,7,-8,0,0,0,0,0,0
1348,-11,6,2,15,70,3,15,-4,0,0,0,0,0,0
1349,16,4,3,133,1048,5,42,-7,0,0,0,1,0,0
1350,-1,8,4,57,288,4,7,1,0,0,0,0,0,0
1351,-17,5,6,234,2053,5,15,-8,0,0,0,0,0,0
1352,18,7,1,61,408,7,21,9,0,1,0,1,0,0
1353,94,8,6,119,853,1,15,95,0,0,1,0,0,1
1354,-7,9,1,21,83,8,7,1,0,0,0,0,0,0
1355,6,6,3,164,1140,8,9,0,0,0,0,0,0,0
1356,19,5,3,115,888,8,12,25,0,0,0,0,0,1
1357,11,7,6,64,247,4,13,17,0,0,0,0,0,0
1358,5,7,3,137,1013,21,18,-11,0,0,0,0,0,0
1359,17,2,1,122,861,10,9,13,0,0,0,1,0,1
1360,2,4,3,83,588,4,7,3,0,0,0,0,0,0
1361,-27,7,1,18,184,10,47,0,0,0,0,0,0,0
1362,28,6,7,159,998,8,34,4,0,0,0,1,0,0
1363,-8,8,7,126,913,13,14,-10,0,0,0,0,0,0
1364,76,2,1,178,1107,10,19,51,0,1,0,1,0,1
1365,-11,1,3,58,274,5,9,-11,0,0,0,0,0,0
1366,0,10,6,124,787,10,9,-14,0,0,0,0,0,0
1367,-16,3,5,59,386,8,7,-10,0,0,0,0,0,0
1368,-8,11,6,176,1562,5,11,-5,0,0,0,0,0,0
1369,-13,8,3,35,177,5,9,-2,0,0,0,0,0,0
1370,-3,5,6,188,1497,4,9,6,0,0,0,0,0,0
1371,4,10,1,309,2446,10,17,-2,0,0,0,0,0,0
1372,-6,7,6,45,281,5,17,-3,0,0,0,0,0,0
1373,-21,6,1,38,185,6,21,-2,0,0,0,0,0,0
1374,-3,9,3,77,508,13,38,10,0,0,0,0,0,0
1375,16,3,1,161,1237,4,19,11,0,0,0,1,0,1
1376,-11,2,4,64,430,4,27,4,0,0,0,0,0,0
1377,-6,7,1,108,781,3,25,-5,0,0,0,0,0,0
1378,48,2,3,38,189,2,7,51,0,0,0,0,0,1
1379,20,7,4,80,487,6,70,-7,0,0,0,1,0,0
1380,-16,7,2,62,269,3,4,-10,0,0,0,0,0,0
1381,113,7,2,49,259,5,32,98,0,0,0,1,0,1
1382,-9,3,5,35,191,6,13,0,0,0,0,0,0,0
1383,33,1,3,51,336,8,58,4,0,0,0,1,0,1
1384,-9,1,1,78,559,6,10,3,0,0,0,0,0,0
1385,-8,11,3,265,1864,7,14,-8,0,0,0,0,0,0
1386,3,5,3,134,967,3,26,-3,0,0,0,0,0,0
1387,-4,7,3,69,386,7,14,-8,0,0,0,0,0,0
1388,28,4,4,106,804,7,9,46,0,0,0,1,0,0
1389,-6,5,7,351,2475,7,21,4,0,0,0,0,0,0
1390,-4,12,4,60,350,6,13,-3,0,0,0,0,0,0
1391,50,12,6,173,838,4,7,24,0,0,1,1,0,0
1392,-2,1,5,121,1021,7,20,0,0,0,0,0,0,0
1393,62,12,7,40,224,9,9,74,0,1,0,0,0,0
1394,5,8,5,84,445,12,9,-3,0,0,0,0,0,0
1395,1,3,2,84,443,12,15,-5,0,0,0,0,0,0
1396,-16,10,3,59,364,9,7,-6,0,0,0,0,0,0
1397,-20,12,5,102,810,6,10,-6,0,0,0,0,0,0
1398,-17,4,2,104,761,3,9,-3,0,0,0,0,0,0
1399,-16,8,7,81,689,5,24,-4,0,0,0,0,0,0
1400,15,11,5,31,160,7,31,3,0,0,0,1,0,1
1401,100,12,2,118,622,19,21,92,0,0,0,1,0,0
1402,-3,9,7,61,373,3,6,2,0,0,0,0,0,0
1403,-22,3,5,98,650,5,16,-16,0,0,0,0,0,0
1404,-27,3,7,185,1532,2,13,3,0,0,0,0,0,0
1405,-1,12,2,105,764,13,11,0,0,0,0,0,0,0
1406,57,7,2,154,956,4,20,34,0,0,0,1,0,0
1407,74,10,5,66,372,4,15,77,0,0,0,1,0,0
1408,-14,5,7,91,656,7,12,-4,0,0,0,0,0,0
1409,14,12,1,100,644,10,36,-6,0,0,0,0,0,0
1410,58,4,5,127,719,5,14,56,0,0,0,1,0,1
1411,10,3,1,50,347,3,5,17,0,0,0,0,0,0
1412,14,12,5,71,403,6,21,15,0,0,0,0,0,0
1413,11,3,6,78,493,5,12,16,0,0,0,0,0,0
1414,11,5,2,107,682,3,10,11,0,0,0,0,0,0
1415,-8,5,1,103,733,6,26,-7,0,0,0,0,0,0
1416,28,8,3,108,761,5,28,45,0,0,0,0,0,1
1417,6,12,4,131,732,9,11,-2,0,0,0,0,0,0
1418,-21,8,2,76,544,4,30,-5,0,0,0,0,0,0
1420,15,1,2,91,551,6,16,7,0,1,0,1,0,0
1421,-7,2,2,141,1180,5,11,1,0,0,0,0,0,0
1422,-9,9,2,92,622,18,16,-5,0,0,0,0,0,0
1423,-7,8,6,70,451,7,7,-1,0,0,0,0,0,0
1424,-21,10,3,45,258,5,10,-6,0,0,0,0,0,0
1425,-19,9,2,80,497,2,10,-10,0,0,0,0,0,0
1426,19,3,5,136,888,9,13,19,0,1,0,0,0,0
1427,-5,10,3,62,269,5,9,1,0,0,0,0,0,0
1428,107,6,7,110,802,5,10,107,0,1,0,0,0,0
1429,8,3,5,105,680,6,24,1,0,0,0,0,0,0
1430,4,5,3,35,109,7,13,-4,0,0,0,0,0,0
1431,-10,11,5,47,283,5,9,-6,0,0,0,0,0,0
1432,241,4,7,239,1900,6,24,232,0,1,0,1,0,0
1433,-15,2,6,55,280,4,11,-10,0,0,0,0,0,0
1434,-17,9,3,46,229,8,18,-9,0,0,0,0,0,0
1435,162,7,7,118,946,6,11,185,0,0,0,0,0,1
1436,22,6,4,110,733,42,28,-3,0,0,0,1,0,0
1437,16,2,3,106,649,4,12,13,0,1,0,1,0,1
1438,-14,3,6,129,748,5,14,0,0,0,0,0,0,0
1439,26,7,2,70,446,3,5,33,0,0,0,0,0,1
1441,-6,10,3,40,236,7,13,-1,0,0,0,0,0,0
1442,38,3,6,97,587,3,8,40,0,0,0,0,0,1
1443,-16,10,4,247,1844,5,13,-1,0,0,0,0,0,0
1444,105,11,7,107,874,13,17,108,0,0,0,0,0,1
1445,-10,2,3,57,342,4,7,-3,0,0,0,0,0,0
1446,-14,8,3,87,631,4,11,-6,0,0,0,0,0,0
1447,-9,3,6,129,779,5,8,3,0,0,0,0,0,0
1448,-12,3,1,110,780,5,18,-2,0,0,0,0,0,0
1449,-5,1,5,193,1750,5,12,12,0,0,0,0,0,0
1450,-12,3,5,112,860,10,33,-15,0,0,0,0,0,0
1451,-22,6,1,293,2551,6,12,4,0,0,0,0,0,0
1452,94,10,4,91,640,4,14,93,0,1,0,1,0,0
1453,55,8,2,180,1464,12,16,57,0,1,0,0,0,0
1454,-13,2,4,19,100,3,6,-4,0,0,0,0,0,0
1455,-1,4,7,154,1005,14,13,-8,0,0,0,0,0,0
1456,-12,5,6,83,605,2,14,-5,0,0,0,0,0,0
1457,65,1,6,35,110,4,11,64,0,1,0,0,0,0
1458,9,5,2,53,236,3,17,1,0,0,0,0,0,0
1459,-5,4,3,32,130,7,11,-1,0,0,0,0,0,0
1460,-7,3,7,45,190,2,16,-2,0,0,0,0,0,0
1461,-3,10,1,109,903,4,32,-1,0,0,0,0,0,0
1462,-6,10,4,43,259,4,17,-3,0,0,0,0,0,0
1463,-3,1,3,21,102,6,6,-7,0,0,0,0,0,0
1464,94,8,7,148,1121,5,18,93,0,1,0,1,0,1
1465,-8,11,7,176,1416,5,19,-1,0,0,0,0,0,0
1466,27,2,6,127,834,4,20,22,0,1,0,1,0,0
1467,15,8,7,38,205,6,17,10,0,0,0,1,0,1
1468,-22,5,7,155,1337,5,11,-3,0,0,0,0,0,0
1469,-7,6,7,75,544,4,41,-1,0,0,0,0,0,0
1470,26,2,3,64,461,3,17,27,0,0,0,0,0,1
1471,58,7,7,175,1167,8,20,54,0,0,0,1,0,0
1472,-8,9,2,71,479,5,21,-3,0,0,0,0,0,0
1473,-2,7,1,42,158,4,18,-4,0,0,0,0,0,0
1474,-1,5,7,142,1185,5,15,15,0,0,0,0,0,0
1475,-2,2,3,31,113,5,19,1,0,0,0,0,0,0
1476,14,9,1,83,539,3,3,12,0,0,0,0,0,0
1477,3,1,4,41,239,5,12,5,0,0,0,0,0,0
1478,75,8,4,64,414,9,11,87,0,0,0,0,0,1
1479,14,7,6,198,1501,3,15,18,0,0,0,0,0,0
1480,-14,4,2,77,584,3,17,-6,0,0,0,0,0,0
1482,153,3,7,124,741,171,12,-6,0,0,0,1,0,0
1483,-6,7,7,82,598,4,24,-4,0,0,0,0,0,0
1484,-1,8,5,125,948,4,11,2,0,0,0,0,0,0
1485,-19,9,6,53,338,7,13,-7,0,0,0,0,0,0
1486,-16,5,2,49,304,5,8,-8,0,0,0,0,0,0
1487,4,2,3,95,723,3,16,9,0,0,0,0,0,0
1488,8,1,6,143,874,10,20,-1,0,0,0,0,0,0
1489,-23,8,2,111,853,4,8,-1,0,0,0,0,0,0
1490,0,11,6,29,96,4,10,-8,0,0,0,0,0,0
1491,4,2,4,63,451,3,15,10,0,0,0,0,0,0
1492,19,8,2,45,291,3,10,29,0,1,0,0,0,0
1493,25,2,5,93,521,5,28,4,0,1,0,0,0,0
1494,84,8,1,121,850,7,11,98,0,1,0,0,0,1
1495,8,12,4,25,102,7,14,-1,0,0,0,0,0,0
1496,-2,5,5,35,177,12,17,-6,0,0,0,0,0,0
1497,107,1,5,81,677,6,14,111,0,0,0,1,0,1
1498,-16,7,1,36,157,4,13,-3,0,0,0,0,0,0
1499,46,10,3,81,589,4,16,57,0,0,0,0,0,1
1500,-11,5,7,267,1946,9,10,-7,0,0,0,0,0,0
1501,-3,7,4,22,100,5,10,-3,0,0,0,0,0,0
1502,-22,6,3,132,952,12,14,-10,0,0,0,0,0,0
1503,-19,7,5,60,372,5,11,-5,0,0,0,0,0,0
1504,-11,1,6,181,1589,9,17,-1,0,0,0,0,0,0
1505,-10,2,2,92,646,3,7,-2,0,0,0,0,0,0
1506,4,1,7,86,602,19,12,-3,0,0,0,0,0,0
1507,-14,2,6,46,351,4,6,-5,0,0,0,0,0,0
1508,1,8,5,54,325,2,7,3,0,0,0,0,0,0
1509,113,7,4,272,2153,6,48,128,0,1,0,0,0,0
1510,-11,8,7,132,1011,3,17,-4,0,0,0,0,0,0
1511,13,12,3,115,766,8,21,9,0,0,0,0,0,0
1512,-19,5,5,59,301,2,12,-3,0,0,0,0,0,0
1513,21,5,3,33,102,14,13,-5,0,0,0,1,0,0
1514,40,3,7,318,2342,12,60,0,0,0,0,1,0,0
1515,-9,2,3,66,489,4,12,-1,0,0,0,0,0,0
1516,-24,8,5,135,1050,6,12,-3,0,0,0,0,0,0
1517,-12,7,3,63,443,4,17,-3,0,0,0,0,0,0
1518,-13,5,2,86,550,3,11,-6,0,0,0,0,0,0
1519,0,1,7,212,1552,3,16,19,0,0,0,0,0,0
1520,-3,12,3,19,72,6,16,-1,0,0,0,0,0,0
1521,4,4,3,206,1456,8,16,-6,0,0,0,0,0,0
1522,-60,3,1,305,2430,3,28,-9,0,0,0,0,0,0
1523,37,3,2,36,215,4,42,16,0,0,0,1,0,1
1524,24,1,1,131,732,14,18,11,0,0,0,1,0,1
1525,-6,1,2,111,749,10,12,-10,0,0,0,0,0,0
1526,58,7,1,124,963,9,18,70,0,1,0,0,0,0
1527,7,12,1,65,431,8,57,0,0,0,0,0,0,0
1529,32,11,2,35,197,6,7,44,0,0,0,0,0,1
1530,74,5,4,98,588,4,13,70,0,0,0,1,0,1
1531,-5,7,3,119,866,3,14,-4,0,0,0,0,0,0
1532,107,12,4,54,358,2,6,115,0,1,0,0,0,1
1533,-1,1,7,138,1203,4,31,0,0,0,0,0,0,0
1534,10,2,7,42,256,4,10,14,0,0,0,0,0,0
1535,11,5,5,133,793,6,10,-5,0,0,0,0,0,0
1537,13,1,7,183,1197,5,18,7,0,0,0,0,0,0
1538,-8,5,3,109,859,4,22,7,0,0,0,0,0,0
1539,18,12,7,58,481,10,38,5,0,0,0,1,0,0
1540,-6,1,6,34,171,5,15,0,0,0,0,0,0,0
1541,22,2,7,126,814,3,15,25,0,0,0,0,0,1
1542,-24,6,3,34,185,5,13,-1,0,0,0,0,0,0
1543,12,2,2,73,547,6,13,22,0,0,0,0,0,0
1544,-8,1,3,307,2133,11,21,-3,0,0,0,0,0,0
1545,-9,4,7,57,370,4,6,-1,0,0,0,0,0,0
1546,-5,9,5,124,910,3,14,-1,0,0,0,0,0,0
1547,-4,6,7,115,814,2,18,2,0,0,0,0,0,0
1548,26,4,5,35,185,5,35,27,0,0,0,0,0,1
1549,43,8,4,220,1723,8,40,23,0,1,0,1,0,0
1550,-8,4,1,70,468,2,9,-4,0,0,0,0,0,0
1551,3,12,2,69,387,5,17,-2,0,0,0,0,0,0
1552,-6,7,5,56,361,5,9,-1,0,0,0,0,0,0
1553,-18,3,3,95,599,7,12,-6,0,0,0,0,0,0
1554,34,1,4,181,1589,4,20,40,0,0,0,0,0,1
1555,-8,9,7,105,787,6,8,-3,0,0,0,0,0,0
1556,-7,1,4,151,946,8,21,-3,0,0,0,0,0,0
1557,4,10,3,202,1389,10,33,-1,0,0,0,0,0,0
1558,-11,10,5,120,861,4,15,-2,0,0,0,0,0,0
1559,-4,11,4,95,631,17,13,-3,0,0,0,0,0,0
1560,124,7,4,51,213,10,21,116,0,1,0,0,0,0
1561,16,4,5,112,680,9,23,-2,0,0,0,1,0,0
1562,29,12,3,190,1825,4,13,67,0,1,0,0,0,1
1563,41,3,1,23,110,4,21,42,0,1,0,0,0,0
1564,-7,8,7,93,641,5,11,-1,0,0,0,0,0,0
1565,0,4,6,89,666,7,15,21,0,0,0,0,0,0
1566,35,6,5,45,218,5,90,-8,0,0,0,1,0,0
1567,-31,10,2,64,404,10,9,-9,0,0,0,0,0,0
1568,23,3,2,72,528,30,16,10,0,1,0,1,0,0
1569,-12,8,6,115,853,4,15,-6,0,0,0,0,0,0
1570,5,6,3,156,1171,12,15,7,0,0,0,0,0,0
1571,-5,12,2,48,300,4,22,-7,0,0,0,0,0,0
1572,-5,12,1,112,784,4,12,-1,0,0,0,0,0,0
1573,13,7,6,103,802,5,13,27,0,0,0,0,0,0
1574,-10,9,4,111,794,6,9,-1,0,0,0,0,0,0
1575,55,1,6,92,761,9,19,61,0,0,0,1,0,0
1576,-9,11,3,155,1055,6,10,-5,0,0,0,0,0,0
1577,291,8,1,133,1124,8,17,301,0,1,1,0,0,1
1578,-4,3,2,81,547,5,12,-2,0,0,0,0,0,0
1579,9,6,5,108,867,14,13,14,0,0,0,0,0,0
1580,170,12,5,110,865,3,59,133,0,0,1,0,0,0
1581,-8,4,6,38,147,5,12,0,0,0,0,0,0,0
1582,9,10,1,60,361,4,9,20,0,0,0,0,0,0
1583,0,4,4,171,1129,2,7,0,0,0,0,0,0,0
1584,30,12,4,73,369,2,6,34,0,1,0,0,0,1
1585,-9,7,4,83,456,11,12,-2,0,0,0,0,0,0
1586,7,10,2,77,528,6,18,-1,0,0,0,0,0,0
1587,-16,9,4,86,624,2,9,-3,0,0,0,0,0,0
1588,-20,5,1,56,329,5,10,-11,0,0,0,0,0,0
1589,0,9,3,132,988,16,16,-9,0,0,0,0,0,0
1590,-7,3,5,119,828,5,9,1,0,0,0,0,0,0
1591,-8,1,4,82,629,6,14,6,0,0,0,0,0,0
1592,-5,4,3,67,406,4,11,-3,0,0,0,0,0,0
1593,-8,10,4,63,416,5,24,-5,0,0,0,0,0,0
1594,-20,8,4,148,1046,6,9,-3,0,0,0,0,0,0
1595,-11,8,5,41,256,5,7,1,0,0,0,0,0,0
1596,5,12,7,116,861,9,11,11,0,0,0,0,0,0
1597,0,5,2,75,448,16,17,-3,0,0,0,0,0,0
1598,-11,4,3,75,508,5,13,-5,0,0,0,0,0,0
1599,8,7,6,36,216,11,8,0,0,0,0,0,0,0
1600,-2,4,7,91,674,10,11,-6,0,0,0,0,0,0
1601,247,4,5,239,1723,2,67,199,0,0,1,1,0,1
1602,1,8,3,60,190,2,8,-9,0,0,0,0,0,0
1603,-13,11,1,66,480,3,7,-4,0,0,0,0,0,0
1604,-9,11,2,170,1440,7,15,-1,0,0,0,0,0,0
1605,-9,10,5,171,1324,4,18,1,0,0,0,0,0,0
1606,-13,8,1,53,362,6,8,-1,0,0,0,0,0,0
1607,42,1,6,35,193,4,10,53,0,1,0,0,0,1
1608,-5,7,6,49,201,12,6,-5,0,0,0,0,0,0
1609,-16,3,6,110,789,3,8,4,0,0,0,0,0,0
1610,-9,8,5,151,1208,5,17,2,0,0,0,0,0,0
1611,-5,4,4,36,216,4,7,-3,0,0,0,0,0,0
1612,-8,9,1,44,223,4,10,-1,0,0,0,0,0,0
1613,36,8,5,62,361,4,8,37,0,1,0,0,0,1
1614,-5,10,4,32,151,5,21,-4,0,0,0,0,0,0
1615,11,11,7,60,365,4,8,9,0,0,0,0,0,0
1616,-11,9,5,22,96,4,9,-6,0,0,0,0,0,0
1617,69,7,5,34,155,4,22,69,0,1,0,0,0,0
1618,-19,6,6,344,2917,4,16,2,0,0,0,0,0,0
1619,1,1,4,38,174,4,9,0,0,0,0,0,0,0
1620,-9,5,7,137,1009,7,10,-8,0,0,0,0,0,0
1622,-10,4,1,47,258,4,9,0,0,0,0,0,0,0
1623,28,4,1,80,516,5,20,21,0,1,0,1,0,0
1624,27,12,1,200,1400,8,36,20,0,1,0,1,0,0
1625,13,7,3,140,950,3,44,-4,0,0,0,0,0,0
1626,-7,10,5,77,409,5,16,-5,0,0,0,0,0,0
1627,-6,7,2,55,368,6,15,2,0,0,0,0,0,0
1628,14,9,2,121,946,6,39,0,0,0,0,0,0,0
1629,99,6,7,63,296,8,41,67,0,0,0,1,0,1
1630,-4,1,3,31,144,8,18,-6,0,0,0,0,0,0
1631,-13,5,5,50,199,4,13,-7,0,0,0,0,0,0
1632,12,6,5,292,2172,5,14,0,0,0,0,0,0,0
1633,8,3,1,348,2475,12,25,-2,0,0,0,0,0,0
1635,-15,7,3,34,214,2,10,-6,0,0,0,0,0,0
1636,14,2,4,85,443,14,12,-3,0,0,0,0,0,0
1637,-17,10,1,111,834,5,17,-9,0,0,0,0,0,0
1638,-13,10,5,127,1011,7,11,3,0,0,0,0,0,0
1639,7,9,3,24,121,6,5,8,0,0,0,0,0,0
1640,-5,1,1,52,338,5,8,0,0,0,0,0,0,0
1641,-6,9,5,66,428,7,21,0,0,0,0,0,0,0
1642,21,8,1,88,604,5,3,45,0,0,0,0,0,1
1643,-28,10,1,31,119,5,18,-14,0,0,0,0,0,0
1644,28,11,2,162,929,4,28,8,0,1,0,1,0,0
1645,60,5,3,62,363,6,12,60,0,1,0,0,0,0
1646,15,4,7,295,2475,13,12,15,0,1,0,0,0,0
1647,-4,11,3,122,834,7,15,-8,0,0,0,0,0,0
1648,-10,7,2,139,1175,5,12,-6,0,0,0,0,0,0
1649,75,1,2,60,429,3,9,90,0,0,0,1,0,1
1650,-14,11,7,45,238,9,15,-6,0,0,0,0,0,0
1651,-18,10,6,48,299,3,9,-8,0,0,0,0,0,0
1652,48,5,7,96,577,3,12,57,0,1,0,0,0,1
1653,3,8,4,75,487,6,9,3,0,0,0,0,0,0
1654,27,6,3,72,551,6,24,25,0,1,0,1,0,1
1655,15,7,5,59,390,5,9,17,0,1,0,0,0,1
1656,-3,5,2,249,1957,3,21,9,0,0,0,0,0,0
1657,-13,10,5,116,984,6,18,-3,0,0,0,0,0,0
1658,44,12,5,164,1129,3,6,51,0,0,0,0,0,1
1659,3,12,7,53,264,6,14,11,0,0,0,0,0,0
1660,-9,5,7,59,405,3,10,-1,0,0,0,0,0,0
1661,2,4,5,69,301,5,19,-4,0,0,0,0,0,0
1662,-16,4,3,113,866,5,17,-6,0,0,0,0,0,0
1663,-18,11,2,43,213,14,21,-5,0,0,0,0,0,0
1664,-1,2,3,40,239,6,8,5,0,0,0,0,0,0
1665,-18,9,2,304,2537,10,12,-9,0,0,0,0,0,0
1666,4,1,2,35,190,12,12,5,0,0,0,0,0,0
1667,-10,2,6,48,325,5,8,-1,0,0,0,0,0,0
1668,30,10,6,82,545,5,51,2,0,0,0,1,0,0
1669,-5,2,5,54,316,4,10,0,0,0,0,0,0,0
1670,13,4,1,90,647,4,14,20,0,0,0,0,0,0
1671,410,12,2,215,1515,5,32,404,0,0,1,1,0,1
1672,-5,5,5,154,1041,2,29,-8,0,0,0,0,0,0
1673,-1,1,7,141,991,7,22,1,0,0,0,0,0,0
1674,-1,6,1,280,2072,5,13,-9,0,0,0,0,0,0
1675,-19,8,2,195,1721,8,13,-5,0,0,0,0,0,0
1676,-2,7,7,106,761,17,27,11,0,0,0,0,0,0
1677,8,12,1,53,347,5,26,0,0,0,0,0,0,0
1678,4,8,1,59,389,4,14,2,0,0,0,0,0,0
1679,0,1,7,284,1910,8,13,-4,0,0,0,0,0,0
1680,-11,10,2,127,1055,5,9,-7,0,0,0,0,0,0
1681,3,10,7,58,337,5,8,2,0,0,0,0,0,0
1682,8,10,4,134,957,4,17,13,0,0,0,0,0,0
1683,-19,7,4,38,185,2,12,-6,0,0,0,0,0,0
1684,-13,4,5,65,406,12,13,-5,0,0,0,0,0,0
1685,-11,4,6,55,332,5,16,-5,0,0,0,0,0,0
1686,-11,10,7,60,433,2,21,-4,0,0,0,0,0,0
1687,3,6,5,22,94,12,14,-1,0,0,0,0,0,0
1688,161,12,2,167,984,10,38,126,0,0,1,1,0,0
1689,-3,5,6,84,438,4,9,-2,0,0,0,0,0,0
1690,-13,11,3,67,447,3,8,-1,0,0,0,0,0,0
1691,-9,12,1,119,758,5,10,-2,0,0,0,0,0,0
1692,-7,7,3,54,345,4,10,0,0,0,0,0,0,0
1693,38,3,2,29,109,14,9,35,0,1,0,1,0,1
1694,-5,10,3,55,373,4,17,0,0,0,0,0,0,0
1695,1,9,5,87,577,6,14,-1,0,0,0,0,0,0
1696,-9,5,7,132,895,6,7,1,0,0,0,0,0,0
1697,-14,7,3,114,717,5,7,-5,0,0,0,0,0,0
1698,14,12,7,39,211,7,23,0,0,0,0,0,0,0
1699,10,3,1,135,1009,9,32,-5,0,0,0,0,0,0
1700,-5,4,7,41,192,8,10,-2,0,0,0,0,0,0
1701,19,3,6,127,745,12,26,-1,0,0,0,1,0,0
1702,87,2,5,215,1324,6,86,6,0,0,1,1,0,0
1703,5,9,2,41,262,5,20,6,0,0,0,0,0,0
1704,-10,6,2,65,399,4,20,-6,0,0,0,0,0,0
1705,-11,6,6,140,1052,4,7,3,0,0,0,0,0,0
1706,-6,6,5,39,222,7,17,-1,0,0,0,0,0,0
1707,-11,6,2,60,361,3,18,-4,0,0,0,0,0,0
1708,12,9,7,108,761,51,18,-7,0,0,0,0,0,0
1709,-5,8,5,212,1671,5,9,4,0,0,0,0,0,0
